Id,Tweet,Hate,Fake
3504,shatir aapia apne ghar par kuch nahi rakhtey kejriwal ka jehadi ab lamba andar jayega ye sisodiya se bada mohra hai sahi tareeke se puch tach hove toh hawala land scam delhi caa shaheen bagh protest delhi danga sab ujagar ho jaave,1,0
5769,ke note mein nano gps chip tha woh kahan gayab ho gaya iska bhi survey kara lete,0,1
631,yahi jamaat yaha maje loot rahi he corona fela kar,1,1
4769,pathaan ne bhakto ki aisi gaand mari hai mooh se aawaz nhi nikal rhi saara boycott inke gaand me daal diya ab to ham chahte hai ki ye boycott kare aur movie ka promotion ho leki,1,1
1250,haan ji kahan hai sharabiyon aur zee news ki behen dekho tumhari jahil jamaat corona phela rahi hai desh ko barbad kar rahi hai,1,1
5482,adani ke share the bhagte hue ghode hindenburg ne laga diye uske lode,1,0
483,jaahil andh bhagt jitna tujhe teri shikasha ne nahi sikhaya utna to modi media sikha rahi hai apna dimag use karo or kaho corona virus ek chinese virus hai or china hi iska zimmedar hai,0,1
1585,abe kaudi ke farji sanghi tablighi jamaat ke plasma donate se hi ketne bache hai aur jaha puja samaroh se corona pahila hai uspey bol chutye,1,1
4677,woh farmers sirf peacefuly protest kr rahe hai lekin media baar baar fake news lekar aata hai or baad m maafi maagta hai tum smjho,1,0
1463,yeh by chance huuuaa hai magar abhi bhi tabligi jamaat ki wajah s corona faila h,1,1
3041,abeee madar chxd ki olad duuub gai delhi dubba dee tabliki jamaat ne sale delhi top par hai corona me ab jaao tabliki jamaat ke pass or marwao apni gao jo fattti hai tumhari amanatulla khan se resig,1,1
5011,takle animal ka bhi boycott karna shuru karde uska bhi pathaan ke level ka promotion hona chahiye,0,0
6160,ye pakistan ke log hote hii bahut chutiya haiapke bhai hii apko pelenge,1,0
3274,napushank insan bahojoto madsrchodo tumhri adat he jish thali khao usi me hag do fir usi thali me khao salo gaddro salo jin tablighi up shehar sil kr diye pure me corona vir,1,0
3684,madam vo jo sharjeel aur umar khalid ko riha karne ki maang hai is protest me vo kis khet me kheti karte hai bhindarawala ki photo khalistan ke jhande release umar khalid shareel ke slogan ye,0,0
4146,what is this why we hindus always suffer england indians hindusunderattackinuk hindusunderattack,0,1
5650,news nano chip gps madam,0,0
4955,pathaan dekhte kitna trending pe chal rha tha kabhi boycott toh kabhi pathaancollection aur abhi bhi pathaancr chal rha hai,1,0
3226,aankhe khuli hui hai didi aapko kholni h aankhe jis tarah s jamaat ko target kiya gaya h naa k terrorist jamati corona jihaad is tarah s kanika kapoor ko,0,0
1073,breaking news sambit patra me dikha corona ka lakshan pata lagaya ja raha hai ki jamaat me to nhi gaye the,1,1
4816,pathaan movie flop ho gayi hai vaise keep going dhang se boycott krna hai jawan ka bhi,1,1
2632,gob se andho bhakt ka pitaji bol diya ki corona virus kisi ko nahi dekh ta hai or kisi religious ko nhi dekhta hai thob sedelhi jamaat nam gayeb ho gaya or andho bhakt ko gar may pani agaya,0,0
1661,achaa sab jante hai kon galti kar raha hai kon corona ko jagah jagah spread kar raha hai agar ye tablighi jamat ke case nhi aate to humne corona ko control kar hi liya tha,1,1
2426,corona ka ek achook upaay tabligi jamaat se abnoappealnorequest bheje mein sirf ek goli maaro corona se kabhi nahi hoga kasht aur jo bhi inke samarthan mein chhati peete unko bhi inhi ke saath ghaseete taaki sandesh jaaye spasht,1,1
5080,kiyu boycottpathaan trend karne wallo bht shauk chad raha tha naa cinema todhne ka abb police academy todh ke dikhao agr dumm hai toh shahrukhkhan ki hawa main piyaar hai srk ki saans toh rok loge iss hawa ko kese rokoge,0,0
6745,bhodiwali khali nafrat faila rhi inka mazab chood kar sab saitan hai,1,0
6085,duniya mein aisa mazhab nehi hai jahan shrik ko chodkar sare gunah dua mangne par maaf hojati hai chahe aap jitna bhi crime karo koi nehi dua mango jannat tera phir jahan wife ko aap mark sakte ho shadi kar sakte ho aur wahan apke pehle biwi ki izzazat ke wager aur aurat talaq nehi de sakti magar mard kabhi talaq de sakta hai jahan apko kuch padhna nehi hai quran hadis padhli tum se jyada koi akal wala nehi jahan apko har baat pe sex ki baat dikhengi kuch bhi ye mazhab sabse behtar mind bobbling,1,0
3098,maana jamaatiyon ki nafarmaani abhi bharatiya musalmaan pe bhaari hai par kya corona failana jamaat ki hi galati saari hai kya social distancing sirf ek hi majhab ki zimmedaari hai ek ka kiya baar baar dikhakar baakiyon ka,0,0
3977,pata nahi konse jamane me ye hindu jii rahe hai itna kuch maalum hone ke baad bhi is majaar me jaate hai ek kabad ko pujane shame shame jis ajmer me hinduo mahilau ko itna bura tarah se kiya gya wahi par ye log sharadha se j,1,0
7161,ye to kamal ho gaya muh par pad gai bhagwandhari yo par,1,0
7587,yeh rss bajrangdal kay log nafrat phailane kay liye poojari ko mar diya gaay kya cheez hai inko moqa mila toa mandir bhi jala denge aur bolenge yeh muslims nay kiya haijai bhim manu smriti murdabad,1,0
5697,jo kahe rahe unse do sawal hain ki note me nano gps chip mila ki nahi mila tihad ki yaad kab kab aati hain,0,0
6343,islam apko kitni izzat deta hai hawala quran se hona chahiye,1,0
5292,chamchon ka sher,1,0
1409,up sarkaar tablighi jamaat ke peeche padi rahi idhar gundaraj chalata raha corona ke sardaaron ne maasoom bacchiyon ko bhi nahi bakhsha,1,1
1846,pure hindustan mein tablighi jamaat dwara corona failane ke bad tumhen to acchi nind a rahi hogi hindustan mein corona aatank failana aapka maksad tha cigarette actor berozgaar ejaz khan,1,1
1799,jamaat ko chodh sabhi ko maafi hai modi sarkar mein se corona virus agar lakh ko bhi hua toubadnaam tou hajar ko hii hona haikyun ke,1,1
3958,bhai andhshraddha to sirf hi failata he azli kaam to idhar chal rhahe sarcasm jaishreeram hindusunderattack,1,0
1476,dear sir y tablighi jamaat se hua rajasthan mai corona tv par ap juth q bolte h denik bashakr rajasthan patrika y bol rahi h ya apako maluam nahi h,1,1
7491,sweet mangoes,0,0
36,bajrangi bhaijaan in which bhai goes to china to drop corona virus home,0,1
6092,yeh bi kuch hota hai,0,0
445,corona virus se ladne ka precautions batao na hi jamat ke piche padne ka rasta rahi baat virus failane ka to duniya ko maloom hai ki china se ye virus aaya to china ke against bolo agar bol sakti ho to,0,1
2360,tablighijamaat rohingya covid coronavirus covid corona percentage of corona cases related with tablighi jamaat tamilnadu telangana assam delhi uttarpradesh andhrapradesh andamanampnicobar,1,1
3655,taki humari unity break na ho hume paktr hai farmers ki bhi protest hai par kisine khalistan ki bhi nare lagaye umar khalid ka poster lagvaye matlab apke beech mein hi koi chor bhi baitha hai jo sikh hindu unity break karna c,1,0
6845,na ji hm hindu hi ache hbrmuslim apni maa or behan ko b nhi chodte,1,0
3180,bhai pura advt padle kyu inlogone aise apeal kiya pakistan aur iran mein tablighi jamat ka naam directly le rahe wo log ki unke country mein in jamatiyo ke wajah se hi corona faila hai unke desh mein india mein,1,1
1287,ye vahi bharat hai jaha tablighi zamat corona felate hai aur muslims us zamat ko bajate phirte hai jis thali me khate ho usi me ched,1,1
5938,ye kaun si duniya ki baat kr rhi,0,0
4446,aapne is fake farmer protest ko bawaseer bana diya hai janta pareshaan hai lekin sarkar in gundo par koi action nhi le rahi,1,1
3417,ye shaheen bagh farmer protest lal kila danga ye sab nahi hota agar yogiji home minister hote kaash ke yogi ji jaise ek aur hota koi,0,0
2138,ye bheed to musalman tableg jamaat ka lagta hai jo corona fayla rhaa hai logdown ka niyam tod rhaa hai in jmaatio ko jald se jald arest keya jana chahye khaa gaye dees ke wafadar zimmedar godi midia bulaoo midia ko,1,1
2637,ye jo anpadh jahello ki jamaat hai inko ata kuchh nahin hai ye anpadh sale bus apna follower badhane ke liye dusre ko bewajah badnaam karte hain ine kutton se duri banaa kar raho ye corona virus se bhi khatarnak,1,1
4017,hindu chi hatya muslimani keli tar khup kush zala vidrup hindulivesmatters hindusunderattack,1,1
7719,jago yaar ab hindu muslim chhoro desh barbad ho ha hai,0,0
1682,ab sale corona jamaat ke virus aayenge or baketia karenge or wo bhi ek ek pav ke jinko ek rehpat jad dia na agar ne to sale sunn pad jayenge,1,1
5827,ngc yaani nano gps chip technology ka upyog hua tha ke note me bhai aaj toh bata do kisne le thi tumhari firki us din,0,1
5276,global hone ka bhi ek alag nasha hai janab agr usi global se koi question puchh le to pathshala wale kahte hai ye desh ka aantrik maamla hai desh par attack hai adanihindenburg,0,1
1693,tere ankho me anti hindu thuli paris hai tere ko kuchh galat nahi mikhail degi jaisa tablighi ki karna me kya pata is ink me corona virus na ho tor phor karne ka kya zaroorat hai,1,1
5911,ye to shukr samjho ne k note me nano gps chip lagayee varna ye to namo gps sim bhi laga sakte hain,0,1
6373,bhagwa love trapare mohatrama aacha hai chacha or abbujaan ki hawas se bach jaoegehindu se nikaah karke,1,0
3636,mujhe apne desh ke jhande se pyaar hai na ki kisi dharam ke jhande de lal kile par sirf tiranga hi acha lgta hai sach hua khalistan protest hai yeh farmer to bechara njar hi nhi aaya,0,0
373,vaise corona virus failane ke baad china bhi mask or ppe kit baant rha hai hahahah,0,1
6152,penguin pagal ho gyi,1,0
5454,agar hindenburg report na aati toh aaj ye adani ke naam ka airport hota,1,1
4883,twitter par kya bhok hare ho sadak par jakar bhoko na jise pathaan ko boycott karne ke liye sadak par aaye the saalo,1,0
7573,hahah start hogaya domination chalo hindhus gand marwega hahaha,1,1
141,corona virus se zayada khatra china india war ka hto jab india mai us ko bhagane k liye thali bajai gai aur azan di gai to ab thali bajane aur azan deni ki zayada zaroorat h official announce kar dena chahye,0,0
4885,pathaan ka jetna boycott hua uske bawajood sharukh ne apne dam pe film ko is maqam pe laaya kgf bahubali rrr ke actor kya hai srk ke saamne kuch nhi agar in filmo ka etna boycott hota to kaha jaake girta patta nahi,1,0
4420,kisaan se fasal rajya sarkaar khareedti hai lekin andolan modi ke khilaaf agar punjaab sarkaar chahe toh apne kote se punjab ke kissan ko msp ka daam de de punjab ke kissan bhi khush aur desh ke kisaan bhi boycottfakefarmersprotest farmersprotest modiblockeddelhiroads,1,1
7449,modi naye sansad bahwan mai basad de raha honga jab ye sab ho raha honga,0,0
6577,talk or halala follow kro tum muslime ami bhan khala beti se begam bno ye follow kro,1,0
715,tablighi jamat ne hi corona failaya tha ye sach h aur rahega,1,1
5244,adani ke time pe kisi ko pata nahi tha ki hindenburg jesi koi cheez bhi hai,0,0
3189,madar chxd jo of total corona patients hai vo tabliki jamaat se hue hai ye tera bhaap bhokega logo ko corona patient bana kar patient bacha liye to kya hua muthee bhar khool se tumhare,1,1
7067,aare yaar ankur ji me kitna khus ho gya tha momino ki ladkiya brab kuch secular hindu gyan pelne aaye usse pehle bta du ki in muslim ladkiyo ke baap dada bhi hindu hi the,1,0
4432,aur kitni lashe lagegi fake farmer protest ko hatane k liye,1,1
7972,andhbhakt modi h to mumkin h,1,0
407,china par khabi bharosa nahi karna chahiye kyu ki aaj pura world corona virus se pareshan hai tho iska karan sirf china hai,0,1
21,agar windmill turbine ko high speed main chalaya jaye to sara corona virus ko udaa kar wapas china bhej sakte hain just a thought baaki toh harshwardhan ko karna hai turbinetales,0,0
1005,bhakton ke liye desh me corona tab tak hi tha jab tak godimedia me tablighi jamaat ko lekar news tha,1,1
4987,tum boycott karo pathaan ka udhar smriti irani apne bati ki shadi me srk ko invite kar rahi hai,1,0
2412,yeh bhadva aa gaya jihaadan ko leke gaaliyan khaane abe dalle dikhayee nahi deta kya tablighi jamat corona failaya hai faila raha hai in gadhon ki wajah se admin pareshaan hai chale aaye chamche gyan baan,1,1
2546,hum bole jaan hatheli pe lo aur tablighi jamaat ko badnaam kiya mazak udaya jab kahan tha zameer sab cheekh cheekh ke bol rhe the corona mazhab nhi dekhta pr nhi aapko trp chahiye thi to ab jhelo abhi to kahin aur ghar aayenge zad me yahan sirf hamara makan thodi hai,1,1
6002,betaammi mere mamu kaun haibrammi tere abbu hi tere mamu haibr,1,0
2391,tabligi jamaat ko le kar kab tak apna pet bharoge jitna go mutr aur mandir banane paisa kharch karte ho isse kayi hospital ban jaata aur uttar pradesh se ab tak corona wirus khatam ho chuka hota lekin negative me dimaag me sirf negative hi rahta hai,1,1
6429,muslim ka dunshmaan quran h mental aurat sahi bolti b quran aaurat kam dimagh ki hi hoti h,1,0
43,modi bhakt bhagwaan bachaye china ki bhi gdp hai abhi jabki corona virus faila hi wahin se kyun uski gdp me khas asar nahi pada,0,0
2831,are pagal houle jo log delhi me jamaat me the vo log to sare indian he hai na bat samjo khali kutte ke jise q pukaar re ho vo log retian me to airplane ye train bus me he aye na sare jamaat ke log havama to ni aye na fir ate jab kise ak,1,1
3372,har peeli cheej sona nahi hoti usi tarah burkhe me wo shaheen bagh wali gunjan ho sakti hai,0,0
3023,accha ye bhi batao swara jikistatistic ye bhi hai kicorona ke mamlo me tabligi se jude haitumhare tablighi bhag rahe haichuup rahe haichupa rahe haiaur to aur polic aur doctor ko maar bhi rahe haiaurapne,1,1
3365,sahab mere ghar ke raste hai aapke amanattullah mla ne sab ak sath khod ke daal diye aur sirf ye he nhi poora shaheen bagh pichle mahino se khuda pada hai roz ak do eraksh gir he jate hai sawari ke sath,0,0
4400,actually ye sab it cell k hi fake ids hai jo tweet posts karte hai then handle name change kar dete hai iski himmat nahi fir karne ki bas nafrat fayalana hai maksad kal jo vishal jha pakda gaya wo bhi fa,1,0
5253,pak to jhaa nt kuch bhi nhi chuslam me hawas par based maz hab ko dharm bolna bhi paap hai,1,0
12,matlab aap mani hai kavita made in china hai like corona virus jiska abbtak koi ilaz nhi,0,1
4761,devnathji kapil sharma ki movie ne delivery boy ki garibi ka majak udaya haiaisi kharab situation modi ji ke amritkaal mein dikha kar desh ka apmaan kiya hai ye movie release nahi honi chahiye boycott zwigato aap saath ho ya pathaan,1,1
1178,last time nizamuddin yaad hai na anand vihar ke mudde ko divert karne ke liye corona ko jamaat se jodne wala kon tha,1,1
1948,pm care mein hamney paisa diya hai jo tableegi jamaat par kharch hua hai aur yeh baat maan rahe ho ki corona ke cases tj ke hee hai,1,1
2502,me in mazdooron ki mansikta ka virodh karta hu ye harkat karne wale agar jamaat wale ho tum log naha dho ke unke peeche pad jatecorona fela rahe hain saazish hai etc lockdown sab ke liye hai kyuki desh sabka hai sukh me bhi,1,1
2864,kya tabligi jamaat aur muslmaan paryayvachi shabd hai tabligi abhi bhi chupe huwe hai aur corona faila rhe desh me k kareeb corona cases sirf tabligio se link hota hai koi tabligio ko bole to tum jaise aa jate hai use,1,1
3866,garv se kaho ki hum hindu hai sanatani hai ha mai intolerant hu hindu rashtra hindusunderattack hinduphobic hindurashtra annamalai bageshwardhamsarkar,0,0
1027,tu to ab tabligi jamaat pe ek movie bana aur bata kitna atyachar hua hai unpe corona kaal me,1,1
3849,wohi naa nrc tha to tukde tukde abhi farmer protest hai to khalistan,0,0
2990,tujhe kyu burraa lagg rahaa hai uss jammaat me terraa baap bhi gayaaa tha kya corona failaane waale ki beshrm aulaad sharm kar sharm hindustan me corrona failaane waale jamaat ke hi log hai ittna hi bu,1,1
962,janaab ye gyaan tabliki jamaat ko bhi dena tha jo corona carrier bane fir the hai,1,1
2890,are oo jahil aurat tabligi jamaat me videsh se aake log shamil hue the jiske karan corona fela or tu jo religious gathering ka bol rhi he ye desh ke hi log hue honge koi videsh se nhi aaya inme se koi corona positive hota to ab tak bahar aa j,1,1
3016,agar aap logo ki kripa na hoti to gopal das ke saath poore desh me laakhon corona mareez kavi na hote hum bechaare to tablighi jamaat aur adarnie maulana saad k sada aabhari rahenge bina aapke isolation social distance sanitizat,0,0
3339,tab shaheen bagh wale paise jo tumne chori kiya tha uska kya hua,1,1
5664,isko paane mein bhi aatmsamarpan kiya tha ya aatmnirbhar rah kar paya tha just asking kyoki aaj ki jo stithi hai tumhari woh to batati hai ki aatmsamarpan hi kiya hoga waise woh ek nano chip wala ka note gum gaya hai zara apne gps me,0,1
736,bulana hi hai toh corona ko bula le apne paas chain se jine de hame,0,0
4401,haa khud ladenge dikh raha hai saal se lac suicides tere ghar se koi nahi gaya na thode fake farmers protest kare aur bill wapas ho gaya jo game changer ho sakta tha tum saa,1,0
1441,log ne to talibani jamaat kaha corona bomb tak keh diya aatanki keh diya or na jaane kya kya nhi kaha humne to sirf tablighiheroes hi kaha h,1,1
2876,tablighi jamaat ki baat karo madam ji kaho na ki unhone ye corona failaya hai please vegetable mein bhi corona idiots shame on these cheap indian tv hosts raajneeti khud kar rahe hain aur poochte hain,1,1
3987,stop hindu killings in kashmir hindusunderattack hindulivesmatters ye un saare atankwadiyo ke liye jo hinduo pe id dhekh ke hamle kar rahe hai blast karte hai agar himmat hai to police amry inse lado agar ek baap ki aulad ho to namard terrorattack,1,1
917,deshbhar main failla corona iss zee jamaat see,1,1
6677,hum pyar kar ke seriya nahi bhejte darling na he forcefully convert karte hai bhagwa saan hai humari jab bagrangbali name sunawe halla hulla chadar father nikat na away,1,0
6245,noobdi,0,0
4090,kya ye gubbara kashmir me bhi footega janha musalman hindu ko khoj khoj ke maar rahe hai se ghante ke hindu maare gaye dalit worker the kya ye hindu ke liye nafrat ka gubbara footega hindusunderattac,0,1
7819,jharkhand bihar mai ak v company nhi hai bada agar pm ne banwa deta to is ishthiti nhi aati hmlog ka neta hi hai,0,0
6254,bas arbun ki zehni ghulami karni hay aur arbi allah aur arbi rasool aur arbi kitab ko ni chorn apney watan hindustaan say nimak halaali ni karnibas halaala karna hay braur jay hind vende matram ni bolna bas qatar saudikuwait arab etcwalon ka hi choosna hay,1,0
2773,maadarchodon tumhare sabji waale doodh waale jamaat waale sab behen ke lodey corona faila rahey hain chaaku dandon se aam insaan ko maar rahe hain police pe pathar barsa rahe hain nurses se sex demand kar rahe hai,1,1
1625,jamaat sirf bharat me nahi pakistan malaysia thailand me bhi corona ke liye jimedar hey news check karna aur phir india ki upper ungali uthana,1,1
6345,bhagwa love trap maa kasam pahli bar suna hai,0,0
822,mana kara tha ke jamaat me mat jana dekho ho gaya naa corona,1,1
1368,tablighi jamat ka corona news channel aur unke anchors ke dimaag me ghus gaya hai icu me bhejna padega,1,1
3713,waise hee jaise farmers protest mein khalistan ko daala gaya tha,0,0
7771,is desh ka kanun andha hi nahi bahar or ghatiya v hai,0,0
7251,pehle nrc caa lao deshdrohiyon ko wapas bhejo,1,1
851,lagega corona toh aayenge kai jamaat zad me iss desh me ek hi jamaat bewakoof thodi na hai,1,1
1001,corona kuch jyada fi failgaya hai tabligh jamaat ki wajase,1,1
6452,jay shree ram ka nara lagate rho ye esehi pagal hote rhenge,1,0
4115,be alert apne yanha kaam pe rakhne se pahle soch le radicalislam hindulivesmatters hindusunderattack bhaichara hindu,0,0
1638,omg tablighi jamaat se kitne paise liye ho ki usko defence me saare haade paar kar dete ho jin jamaat se corona vistaar hua sharm aani chahiye tum jaise logo ko,1,1
1668,lekin corona to muslim tablighi jamaat ne phailaya hai godi media ye bechare to corona ki dawaai baat rahe hain road par nikal kar wah re wah hootiyo,1,1
4590,yeh mera fake farmers protest hai yeh mera addha hai aur yaha pawri horahe hai,1,1
3174,tablighi jammat ko injam lagne par tum sabko chir kahe badta hai ho tabligi kya pure desh ke muslims ko represent karta hai hum bole tablighi ko aur bura lage sab muslims ko ye to unki galti hai unki galti th,1,1
6155,abe sadeli koi ek case toh bata bhagwa love trap ka video bana rahi hai sali teri hadeese padh jake dekh aur dekh tere rangeele rasul ne love jihad ke liye kaha ya nahi,1,1
1348,plasmajihad suna hai ek bande ne muslim se sabzi nahee khareedee but corona virus hone per tablighi jamaati ka plasma accept kar liya sahee hai kya,1,1
6251,agar shaitan hai toh saintan apko queen bana ke rakhega,0,0
3231,beta g aap ne jamaat k baare mein to bohot kuch dikhaya bt baba k baare mein kyu nhi jo corona positive hai and gujarati logo ko shah g kaise le aaye iss lockdown mein yeh v kyu nhi bta rahi g tumse achhi to wo aurat ho,1,0
5643,ke note mai nano gps chip hai kya ye satya hai godimedia,0,1
6154,maro in muslim chtia h,1,0
4784,aa gaye besharam log chaatne besharam se yaad aya pathaan ka boycott kaisa chal raha hai sar to nahi juka liya shahrukh khan ke saamne,1,0
6256,madam kya karoge bachhe paida kar k isse achha kisi hindu se shadi karo ek bachha paida karobrjab b mann ho aur duniya ghoomo firo enjoy karo muslim ya toh aap k bachhon se panchar banwaega ya bum,1,0
3233,ek sabhi ko kharab kar deta h yaha bo kahani h d ye bata milk supply karne bala india se bahar gaya tha kya nahi na par jamaat ke log bahar se aay h or positive h aur jagah,0,0
7896,sarkar girega to girega manish bhaya jindabad jindabad jindabad jindabad,0,1
704,ary bhau teri wife kon c jamaat men gaye thi jo usko bhi corona hua,0,1
5106,jawaan ko boycott kar ab gadhepathaan ne toh teri g mai lohe ka danda ghusaya haiuska dard lamba chalega,1,0
6379,bhagwa santhi ka pratheek hotha sanatan dharm sabse purana dharm hai jahil love jihad hora hai duniya me ap us pe kuch nai bolege kyuki love jihad ko ap log support karte ho,1,1
3292,jamati the hi antaki koi shak nhi muslim log aaram se ghum rhe the log ki help kr rhe the pr tablighi sale chhip k bethe the aur jaha tah corona fela,1,1
3674,na bhai hugne ke kaam ni krra agar ye farmer protest hai to khalistan kidr se aara beech mai,1,1
2409,to mohit verma tablighi ne corona failaya kaise wo to chhupe the masjid me media ne khud kaha chhupa hua faila nahi sakta haa ghumta hua zaroor failayega rammandiryogi bheed waha bhi thi samjha ab bata failaya k,1,1
7376,in benchodo ne andolon ko dhandha bana rakkha hai jisko bhi kuch karva ho sidha andolan karte hai madarchod hatao sab desh virodhiyo ko dalle,1,0
1328,tum log kbi ni sudhar sktepoore desh me corona felane k baad b chain ni h jaahil jamaat ko jo yahan pe gobar fela rhe ho,1,1
7442,bjp ki maa ka bhosda,1,0
5407,aur pappu gandhi adani ka tamacha kaisa laga waise hindenburg ki funding toh tumhe pata he hai kisne karayi waise pate ke baat batau aayega toh modi he aur ye kaudi ki aurat mahua ko bolo bhonkhe kambhut ud rhi haiwaise pap,1,0
6561,ji bhagwa love trap kaab suru hua,0,0
4910,agar chakkin aryan case me troll na karta toh aj yeh din dekhna nhi parta aryan case me jitne bhi negative trends hue unme jayada tar tweets akshay fans ke the or pathaan ka negative trends me bhi chakkian ne sath dia tha boyco,1,0
4441,accha didi bhindranwale ka slogan aur flag leke protest karne wale farmers hai republic day ke din desh ka sir jhukaya hai fake farmers ne salo ko khud nahi pata kis liye protest karte hai,1,1
6686,chal bhosdiki halala me maze hai iske,1,0
987,chup chap desh ke khilap sadyantr karke corona felate he tablighi jamati,1,1
6356,bhagwa trap blow jobs,0,0
7259,maderchod goo kha rahe hai sale inse satta se door raha nhi jata hai ese to tum jeevan mai nhi jeetoge bhadwo,1,1
6883,love jihad kya hai madam ji brmadarsachaap teacher,1,0
6625,aap log bhi sanatan me aa jao phir baat kro na,0,0
4050,hindusunderattack bus hum hindu hi chlani layak hai hindo kabhi ak hoge nhi or humisa hindo ko aise marte rhaige,1,0
3486,shaheen bagh annadata protest,0,0
2475,tmko kon data bhejta hai corona marizo ka kitne muslim hai kitne hindu haiek athlete hoke muslimo se itni nafrat desh me tablighi ke baat aur v bahot kand hue tab to teri muh nahi khuli paglet wali video bana k badi baten bol ke ban,1,1
5239,bail li to baap ka,1,0
3874,yogiadityanath policies need in chhattisgarh nahi to bengal ya kashmir bane maye der nahi ek samaj ko hi special darja congress state maye hindusunderattack secularism bjp hindu,0,1
1199,lekin kuch din pahle media ke rahi thi corona tablighi jamaat ne phelaya hai ab aap hi bataye media jhuthi hai ya aap,1,1
4182,pakistani ko ko khujali hai bhayankar hindusunderattack hindusunderattackinuk,1,0
1519,jahil nahi criminals hai kyun ki ye harkat jan bhoojkar ki gayi hai ye inka corona jihad hai saheen baag aur tablighi jamat ek sikke ke hi do pahlu hai,1,1
6638,a adher umar ki jahil ourat konn hai kon,1,0
5478,apple adani hindenburg startup shopping cr football manchesterunited businessnews india aapke ghar me sab se jyada shopping kon karta hai,0,0
1800,kya tum unhi muslim logon ki baat kar rahi ho jo pehle corona failane ke pakde gaye ya chhupe hue the aakhir tum bhi maante ho ki tabligi jamaat hi single source hai,1,1
1015,brilliant konsi jamaat wale hai to corona phela rhe aur desh barbad kar rhe desh main roz k cases aarhe,1,1
129,corona virus se konsa neta ladne me kaamyaab hoga aap hi bata do china se to lad liya aur piche bhi dhakel diya modi ki wajah se sab shaant hai aur istifa to nhi dega ukhaad lo jo ukhaadna hai,0,0
1365,woh tabligi jamaat walo se puch aur jo log videos daal rahe the ye corona vorona se ye mask kya bachayega unko puch,1,1
6161,ye log kbhi nhi sudhrenge brbhagwa love trap brnaam lekin ek no h,1,0
4471,puri india mein january pe kum bezzati hui hai kya tumhari sari india ko pata hai fake protest hai ye real hota toh india mein harr jagah se farmers aate jo aaye nhi hum bhi farmer he hai par hume toh laws ache lage aur hu,1,1
892,hamare desh me tabligi jamaat ne felaya hai corona chutiye delhi se pure desh me chale gye,1,1
2794,abey poori duniya ko pata chal gaya thaa tabhi toh lockdown lagaya thaa par tere rishtedaar jamaat mein ikkathhe hokar corona failaane ka jabardast kaam kiya indore mein quarantine karne health workers par tere logoan nein patthar bazi kari,1,1
6719,tere tum log khud apne akal k dushman ho jahil madarsachap lavdi,1,0
5456,gautam bhai rukne wale nahi hai ab gautam at adani forbes ranking hindenburg hindenburgreport adaniscam adanigroups modihaitohmumkinhai,0,0
4404,fake farmers protest thread sakal jagat me khalsa panth gaaje jaage hindu sakal bhnd bhaaje guru gobind singh ji guru gobind singh ji wrote chandi charitra dedicated to maa durga,1,1
7611,haa allah to upar se fake ra br,1,1
5414,kya congress ab bhi goron ka gulaam hai rahulgandhiincambridge sorosgangexposed adanihindenburg,1,0
6865,kon sa trap chutiye jihadi,1,0
3250,kuchh ghalati zaroor huyi jamaat walon se lekin media ne raayi ka pahaad banaayajis se corona virus ko hindu vs muslim bana diya gayakayi log is nafrat mey jaan gawa chuke ab tak dalaal media zaher fai,1,0
6792,naya topic agya market ma bhagwa trap,0,0
1209,baba aur jamaat me ye hi difference hai ek corona ka ilaaz khoj raha aur dusre kaise failana hai wo khoj rahe,1,1
3869,ye rajneeti bhi gajab ki cheez he mandir tudwane walon ko bhi kya kya dikhava karna padta he hindusunderattack dhongi hindurashtra jago hinduon jago,0,1
7181,kaise kaise suar log hi inko sakht saza deni chahiye,1,0
4066,kejariwal be like usse bol dena chahiye allahuakbar hindusunderattack,1,0
6847,agar kisi bhagwa dhari se sadi ho gayi to madam bhawan ko thank u bolnabrkyoki app halala talak sabse bach jaoge brjanbar katate nahi khane padenge or kisi mamu mosi fufi ke ladke se sadi nahi karni padegi jisse apke bachchon ko koi bimari na hogi or na hi transgender hone ka khatra hoga brdekha kitane fayde hai bror ha ye chamgadar jeise ankhe nahi chamkane padegi or kuch bhi haram nahi hoga bohot fayde hai,0,0
6076,islam ko kabul kr ke bade madrchod ho be humko nhi rhna is randi khane jaise mjhb me jiska navi sala repist ho br sal ki baachi ka repist mohhamd,1,0
1240,shout and sight kar diya jaye waise v asymptomatic h samaj ke liye bahot bada khatra samaaj ko corona ka jamaat na bana de,1,1
2290,doosra koi aur hai kya march tak khamosh rahe bina koi test screening ke sari flight abroad se aati rahi aur log poore hindustan mein phail gaye corona leker aur badnam huwa tablighi jamat apna thikra kisi aur per to phodna thana,1,1
2741,moorthi duniya me bharat ki shaan haior kaash tum jamaat to sambhal lete to corona handle karne me bhi bharat ek misaal ban jata bharat ki shaan badhane wali shivaji ki pratima prabhu shri ram ki bhava,1,1
276,jis tarah china me corono virus vuhan me aaya hi tha ki vha ke president ne pura vuhan seal karva diya vaisa hi yha par kiya jay to corona virus jyada nhi phailega aur ruk jayega,0,0
4586,lekin aap log sake rukwane ki tayiyarri kar rahe hain fakefarmersprotest,1,1
1036,thookleegi jamaat walo ko pakistan bhej dena chahiyeaur insabki property ko corona ke mareejo pe kharch karna chahiye,1,1
